Comments,Target
"It's not examination paper.The size is small, it is not like in the photo.",-1
I do not know why,-1
Thank you I likedly likely 3ale5er ????????,1
Alright,1
Better than expected.A good finish and a zip in the back.Excellent value.I recommend.,1
Best product that I have#039; use C &#039;,1
The product is extra,1
Pleasant odor,1
Flop quality,-1
"Good product, it does the trick, makes hair soft and shiny, generous quantity",1
Too long for wax to heated and not completely I abandoned after a few tests.I completely recommend its purchase unfortunately I took a long time before using it I could not return it!,-1
organic one of the product has been donated,-1
Good product,1
"Produced up to my expectations,
quick delivery...
simply thank you !!",1
"I like this product, it is however a little small but it does the trick very well .. it is wireless so it must be loaded from time to time but after qqes days of use, I note that theBetterie holds well .. on the other hand I do not know if in qqes months it will work as well",1
Bad quality,-1
Alright,1
Nothing to say. Good product.,1
"Easy to install ... Good value for money .. I am satisfied thank you Jumia
N.B: He sticks Mech Behy Barcha so Lezem Scotch Double Face Ken Tna Tnahatelkom ????",1
The color is pretty,1
Box after 2 uses go your way!,-1
A good product,1
excellent product,1
Comfortable and good quality,1
Really bad quality,-1
Easy to transfer low and well -heated fire,1
Very very satisfied,1
The product is very heavy and not at all practical,-1
The wrist of the pan is not well fixed with a game at the level of the screw which is nevertheless tight to the maximum,-1
Good quality,1
This is the second I buy it is great!,1
"The article corresponds to my expectations, it was a bit dusty but in good condition.
Thank you for the delivery which was fast !!",1
very good quality,1
Good product,1
It's OK,1
4 stars,1
excellent product,1
A very excellent device,1
Normal quality,1
"Very good but it is not really a garlic sauce rather a garlic mayonnaise
But very delicious and light texture",1
"As noted before, this bracelet is effective and practical!",1
"The product It is not concentrated at all would say water with coloring, جاري برشا والرائحة متعو مبعد الغسيل عبارة مفماش",-1
"Product in accordance with specifications, works perfectly and offers a beautiful atmosphere.
I recommand it.",1
In fact I put 5 ⭐ because the price is really (I have nothing to say sincerely) thank you Jumia for these good plans ????,1
Very effective product,1
I like this,1
The cover was tear up from the first use while my duvet is light ...,-1
Good color and texture;Suitable with sensitive eyes.,1
"I recommend the product
comfortable and pretty",1
Product can be used even on clothes,1
Very good product,1
Thank you very much for the little gift offered with the cream,1
A very good deal value for money,1
The color is in accordance with the photo and surtt it is permanent it holds more than one day ????,1
The length is insufficient,1
"Original but very light plastic.
Satisfied all the same.",1
She was wonderful,1
Very good product,1
Super color and texture I recommend,1
Very good and very crunchy!,1
Recommended product,1
Very weak,-1
I like this product,1
I can't contact Jumia.I am disappointed for this 1st purchase,-1
"A good perfume for the summer season, floral but not long lasts
It looks like the chloé scent",1
Satisfied,1
Quick delivery,1
Very convenient,1
"Good morning,
I received my order, but without the commercial bill.
Pray to send me the commercial invoice by email.

Sincerely",1
I like it,1
"Good quality / price
Especially I had 20% additional discount
side top functionality of the top it all does with a very precise and fast measurement precision",1
Simple and efficient,1
Very beneficial I recommend it.,1
"I advise all girls to use this product, it is very wonderful",1
"Excellent texture!
Reliable in my opinion, we feel well protected !!",1
Very good quality ????,1
Practical for children I validate,1
Good,1
Fresh and clean,1
"Very practical and beautiful
Thank you",1
Alright,1
I love the color,1
I didn't like the taste,-1
A good price-performance ratio,1
A good product.Except that the glue sold in Tunisia is bad,1
I can't fill the bracelet with frost,-1
"Good quality, but unfortunately are not reusable several times.",1
satisfied,1
Good quality,1
It’s totally a sticker not a coat holder!,-1
Would benefit from having a straw,1
price report price,1
good pouffe,1
Perfect for induction plates,1
C True Made in Germany but does not prevent the quality is poor and under the average ...,-1
Good product,1
Pretty color,1
Satisfied,1
"Quick heating (20min) and the wax included is top, it lacks the kit that the wooden spatula at we find by every 3D.
Very satisfied with the results",1
Very satisfied,1
.,-1
"Among my best mascara, SOUMOU MERFE9 W YA3TI volume 3alami ❤️ Thank you LELLA for this mascara and thank you also JUMIA for the speed of delivery",1
Identical to the photo,1
I like the product,1
Excellent product I really liked the fact that the light changes by pressing the button (... ساعات الكل ساعات كعبة بكعبة),1
She has a very good taste,1
Excellent very decorative product thank you Jumia,1
The delivery man deserves to extend Felicitus.Bravo to his assistance.,1
Good value for money,1
Article in line with my expectations,1
Poor,-1
Very good product with a beautiful sensation,1
Good quality product sticks well to the wall but compared to the price it is too expensive.,1
A good price-performance ratio,1
I recommend this product,1
A very good product but a little expensive compared to its price in the outlets,1
Thank you very much for your quality,1
"Unfortunately the supplier cheated on quality.
Several masks without nose support and the elastic torn apart very quickly.
Please, be careful with you work.
In the 2 packages there are only 18 in good condition and the rest I thrown it.",-1
It's going as a product,1
Too small compared to the photo,-1
Excellent value for money,1
For once a mascara that suits me,1
I love it I love it,1
A product compliant thank you,1
A lot of products,1
I am satisfied with a product.Good finish,1
very good quality,1
Economic Pack,1
Very good coffee,1
"Bad texture, not consistent",-1
The color is beautiful,1
4 stars,1
A good product,1
"Not good, no taste",-1
Well I love,1
"Box with ancient magnetic design letter, aluminum molded, very well finished",1
Thank you for the cushions they conform to the description.and also still beautiful,1
Great this pdt,1
Catastrophic this product,-1
Bravo I'm waiting for the next promotion,1
Desired results but you have to know the technique not very explained in the manual I had to look at.,1
"Very good packaging, nespresso compatible format and very good coffee.",1
Very good value for money !,1
"Sometimes the elastic so fragile, it stands out within reach.",1
"White light is comparable to that of a normal LED lamp
The colors are clear but I find that it lacks a bit of power otherwise I am very satisfied",1
Top price value,1
Acceptable product value for money.,1
The velvety texture and its finesse.,1
Good product,1
Good quality,1
"Very good product, I recommend it",1
Very effective product against traces after cleaning the marble but small downside because leaves the soil slightly more slippery.,1
Good value for money,1
Good quality,1
I love color and texture ????,1
"Does not attach itself to the radiator or on the balcony.
It is not at all useful",-1
Very good quality ???? honey,1
Don't stick well on the wall ???????????,-1
Good price,1
Very good smell for hands and shuttles.,1
Clean up very well leaves the dishes clean and shiny,1
I love this mascara,1
Not at all practical,-1
Perfect,1
I love the taste!,1
You have to give him another name than Cortado,-1
I removed a star because each time you have to choose the light mode and at start -up it flashes instead of staying on stable ... you have to press 8 times to stabilize it all on,1
Side value price a good product,1
Article in accordance with the photo and the description.Well wrapped and delushed before the scheduled date.A big thank you to the delivery man.Thank you also to the seller and Jumia ????????????,1
"I've been using the series on my face for 5 days, I have a green clay mask first and an organic exfoliating treatment, and then I apply the serum to small quantity.
I have acne and frankly it seems to work, I have fewer pimples and my skin is soft, I just hope that it does not remove freckles.",1
